"RNA_Name";"Pro_Name";"label";"RPISeq_retrain_pred";"RPISeq_retrain_prob";"rpiCOOL_retrain_pred";"rpiCOOL_retrain_prob";"LION_pred";"LION_prob"
"ENSMUST00000245729";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.055";"Non.Interact";"0.052";"Non.Interact";"0.032"
"ENSMUST00000245448";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.0586666666666667";"Non.Interact";"0.042";"Non.Interact";"0.029"
"ENSMUST00000244115";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.0546666666666667";"Non.Interact";"0.046";"Non.Interact";"0.031"
"ENSMUST00000246704";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.062";"Non.Interact";"0.058";"Non.Interact";"0.12"
"ENSMUST00000241523";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.027";"Non.Interact";"0.092";"Non.Interact";"0.25"
"ENSMUST00000246803";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.0256666666666667";"Non.Interact";"0.078";"Non.Interact";"0.154"
"ENSMUST00000181073";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.388666666666667";"Non.Interact";"0.392";"Non.Interact";"0.14"
"ENSMUST00000180529";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.435333333333333";"Non.Interact";"0.45";"Non.Interact";"0.178"
"ENSMUST00000156293";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.0356666666666667";"Non.Interact";"0.152";"Non.Interact";"0.217"
"ENSMUST00000132056";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.0263333333333333";"Non.Interact";"0.056";"Non.Interact";"0.217"
"ENSMUST00000145570";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.0266666666666667";"Non.Interact";"0.054";"Non.Interact";"0.163"
"ENSMUST00000147508";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.0413333333333333";"Non.Interact";"0.056";"Non.Interact";"0.262"
"ENSMUST00000181436";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.079";"Non.Interact";"0.146";"Non.Interact";"0.146"
"ENSMUST00000181742";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.045";"Non.Interact";"0.104";"Non.Interact";"0.162"
"ENSMUST00000224929";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.06";"Non.Interact";"0.064";"Non.Interact";"0.058"
"ENSMUST00000137629";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.028";"Non.Interact";"0.094";"Non.Interact";"0.185"
"ENSMUST00000181193";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.0386666666666667";"Non.Interact";"0.112";"Non.Interact";"0.221"
"ENSMUST00000210835";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.0453333333333333";"Non.Interact";"0.152";"Non.Interact";"0.26"
"ENSMUST00000214060";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.0493333333333333";"Non.Interact";"0.09";"Non.Interact";"0.185"
"ENSMUST00000183878";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.025";"Non.Interact";"0.116";"Non.Interact";"0.167"
"ENSMUST00000181682";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.218333333333333";"Non.Interact";"0.184";"Non.Interact";"0.297"
"ENSMUST00000181107";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.0593333333333333";"Non.Interact";"0.148";"Non.Interact";"0.153"
"ENSMUST00000215759";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.210666666666667";"Non.Interact";"0.182";"Non.Interact";"0.423"
"ENSMUST00000181719";"ENSMUSP00000102992";"Interact";"Non.Interact";"0.117";"Non.Interact";"0.168";"Non.Interact";"0.167"
"ENSMUST00000185465";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.137";"Non.Interact";"0.07";"Non.Interact";"0.049"
"ENSMUST00000190485";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.131333333333333";"Non.Interact";"0.15";"Non.Interact";"0.251"
"ENSMUST00000245729";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.154333333333333";"Non.Interact";"0.074";"Non.Interact";"0.039"
"ENSMUST00000245448";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.148666666666667";"Non.Interact";"0.066";"Non.Interact";"0.029"
"ENSMUST00000244115";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.144333333333333";"Non.Interact";"0.066";"Non.Interact";"0.031"
"ENSMUST00000246704";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.152333333333333";"Non.Interact";"0.078";"Non.Interact";"0.109"
"ENSMUST00000241523";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.131333333333333";"Non.Interact";"0.098";"Non.Interact";"0.258"
"ENSMUST00000246803";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.129666666666667";"Non.Interact";"0.088";"Non.Interact";"0.151"
"ENSMUST00000181073";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.362";"Non.Interact";"0.354";"Non.Interact";"0.124"
"ENSMUST00000180529";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.397";"Non.Interact";"0.404";"Non.Interact";"0.144"
"ENSMUST00000156293";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.132666666666667";"Non.Interact";"0.132";"Non.Interact";"0.245"
"ENSMUST00000132056";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.128";"Non.Interact";"0.08";"Non.Interact";"0.202"
"ENSMUST00000145570";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.128333333333333";"Non.Interact";"0.064";"Non.Interact";"0.157"
"ENSMUST00000147508";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.145";"Non.Interact";"0.088";"Non.Interact";"0.237"
"ENSMUST00000181436";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.173666666666667";"Non.Interact";"0.126";"Non.Interact";"0.181"
"ENSMUST00000181742";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.144";"Non.Interact";"0.134";"Non.Interact";"0.158"
"ENSMUST00000224929";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.166333333333333";"Non.Interact";"0.09";"Non.Interact";"0.074"
"ENSMUST00000137629";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.126666666666667";"Non.Interact";"0.092";"Non.Interact";"0.177"
"ENSMUST00000181193";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.14";"Non.Interact";"0.12";"Non.Interact";"0.207"
"ENSMUST00000210835";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.136";"Non.Interact";"0.194";"Non.Interact";"0.268"
"ENSMUST00000214060";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.135333333333333";"Non.Interact";"0.11";"Non.Interact";"0.188"
"ENSMUST00000183878";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.131";"Non.Interact";"0.122";"Non.Interact";"0.171"
"ENSMUST00000181682";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.274333333333333";"Non.Interact";"0.164";"Non.Interact";"0.28"
"ENSMUST00000181107";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.165";"Non.Interact";"0.18";"Non.Interact";"0.195"
"ENSMUST00000215759";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.281666666666667";"Non.Interact";"0.16";"Non.Interact";"0.363"
"ENSMUST00000181719";"ENSMUSP00000078382";"Interact";"Non.Interact";"0.217666666666667";"Non.Interact";"0.15";"Non.Interact";"0.196"
"ENSMUST00000185465";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.137";"Non.Interact";"0.07";"Non.Interact";"0.049"
"ENSMUST00000190485";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.131333333333333";"Non.Interact";"0.15";"Non.Interact";"0.251"
"ENSMUST00000245729";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.154333333333333";"Non.Interact";"0.074";"Non.Interact";"0.039"
"ENSMUST00000245448";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.148666666666667";"Non.Interact";"0.066";"Non.Interact";"0.029"
"ENSMUST00000244115";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.144333333333333";"Non.Interact";"0.066";"Non.Interact";"0.031"
"ENSMUST00000246704";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.152333333333333";"Non.Interact";"0.078";"Non.Interact";"0.109"
"ENSMUST00000241523";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.131333333333333";"Non.Interact";"0.098";"Non.Interact";"0.258"
"ENSMUST00000246803";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.129666666666667";"Non.Interact";"0.088";"Non.Interact";"0.151"
"ENSMUST00000181073";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.362";"Non.Interact";"0.354";"Non.Interact";"0.124"
"ENSMUST00000180529";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.397";"Non.Interact";"0.404";"Non.Interact";"0.144"
"ENSMUST00000156293";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.132666666666667";"Non.Interact";"0.132";"Non.Interact";"0.245"
"ENSMUST00000132056";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.128";"Non.Interact";"0.08";"Non.Interact";"0.202"
"ENSMUST00000145570";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.128333333333333";"Non.Interact";"0.064";"Non.Interact";"0.157"
"ENSMUST00000147508";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.145";"Non.Interact";"0.088";"Non.Interact";"0.237"
"ENSMUST00000181436";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.173666666666667";"Non.Interact";"0.126";"Non.Interact";"0.181"
"ENSMUST00000181742";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.144";"Non.Interact";"0.134";"Non.Interact";"0.158"
"ENSMUST00000224929";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.166333333333333";"Non.Interact";"0.09";"Non.Interact";"0.074"
"ENSMUST00000137629";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.126666666666667";"Non.Interact";"0.092";"Non.Interact";"0.177"
"ENSMUST00000181193";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.14";"Non.Interact";"0.12";"Non.Interact";"0.207"
"ENSMUST00000210835";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.136";"Non.Interact";"0.194";"Non.Interact";"0.268"
"ENSMUST00000214060";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.135333333333333";"Non.Interact";"0.11";"Non.Interact";"0.188"
"ENSMUST00000183878";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.131";"Non.Interact";"0.122";"Non.Interact";"0.171"
"ENSMUST00000181682";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.274333333333333";"Non.Interact";"0.164";"Non.Interact";"0.28"
"ENSMUST00000181107";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.165";"Non.Interact";"0.18";"Non.Interact";"0.195"
"ENSMUST00000215759";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.281666666666667";"Non.Interact";"0.16";"Non.Interact";"0.363"
"ENSMUST00000181719";"ENSMUSP00000110440";"Interact";"Non.Interact";"0.217666666666667";"Non.Interact";"0.15";"Non.Interact";"0.196"
"ENSMUST00000185465";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.137";"Non.Interact";"0.07";"Non.Interact";"0.049"
"ENSMUST00000190485";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.131333333333333";"Non.Interact";"0.15";"Non.Interact";"0.251"
"ENSMUST00000245729";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.154333333333333";"Non.Interact";"0.074";"Non.Interact";"0.039"
"ENSMUST00000245448";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.148666666666667";"Non.Interact";"0.066";"Non.Interact";"0.029"
"ENSMUST00000244115";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.144333333333333";"Non.Interact";"0.066";"Non.Interact";"0.031"
"ENSMUST00000246704";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.152333333333333";"Non.Interact";"0.078";"Non.Interact";"0.109"
"ENSMUST00000241523";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.131333333333333";"Non.Interact";"0.098";"Non.Interact";"0.258"
"ENSMUST00000246803";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.129666666666667";"Non.Interact";"0.088";"Non.Interact";"0.151"
"ENSMUST00000181073";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.362";"Non.Interact";"0.354";"Non.Interact";"0.124"
"ENSMUST00000180529";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.397";"Non.Interact";"0.404";"Non.Interact";"0.144"
"ENSMUST00000156293";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.132666666666667";"Non.Interact";"0.132";"Non.Interact";"0.245"
"ENSMUST00000132056";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.128";"Non.Interact";"0.08";"Non.Interact";"0.202"
"ENSMUST00000145570";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.128333333333333";"Non.Interact";"0.064";"Non.Interact";"0.157"
"ENSMUST00000147508";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.145";"Non.Interact";"0.088";"Non.Interact";"0.237"
"ENSMUST00000181436";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.173666666666667";"Non.Interact";"0.126";"Non.Interact";"0.181"
"ENSMUST00000181742";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.144";"Non.Interact";"0.134";"Non.Interact";"0.158"
"ENSMUST00000224929";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.166333333333333";"Non.Interact";"0.09";"Non.Interact";"0.074"
"ENSMUST00000137629";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.126666666666667";"Non.Interact";"0.092";"Non.Interact";"0.177"
"ENSMUST00000181193";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.14";"Non.Interact";"0.12";"Non.Interact";"0.207"
"ENSMUST00000210835";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.136";"Non.Interact";"0.194";"Non.Interact";"0.268"
"ENSMUST00000214060";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.135333333333333";"Non.Interact";"0.11";"Non.Interact";"0.188"
"ENSMUST00000183878";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.131";"Non.Interact";"0.122";"Non.Interact";"0.171"
"ENSMUST00000181682";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.274333333333333";"Non.Interact";"0.164";"Non.Interact";"0.28"
"ENSMUST00000181107";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.165";"Non.Interact";"0.18";"Non.Interact";"0.195"
"ENSMUST00000215759";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.281666666666667";"Non.Interact";"0.16";"Non.Interact";"0.363"
"ENSMUST00000181719";"ENSMUSP00000156418";"Interact";"Non.Interact";"0.217666666666667";"Non.Interact";"0.15";"Non.Interact";"0.196"
"ENSMUST00000185465";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.123333333333333";"Non.Interact";"0.076";"Non.Interact";"0.031"
"ENSMUST00000190485";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.123";"Non.Interact";"0.124";"Non.Interact";"0.207"
"ENSMUST00000245729";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.140333333333333";"Non.Interact";"0.078";"Non.Interact";"0.029"
"ENSMUST00000245448";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.148333333333333";"Non.Interact";"0.082";"Non.Interact";"0.027"
"ENSMUST00000244115";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.133333333333333";"Non.Interact";"0.066";"Non.Interact";"0.024"
"ENSMUST00000246704";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.138666666666667";"Non.Interact";"0.078";"Non.Interact";"0.089"
"ENSMUST00000241523";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.124";"Non.Interact";"0.092";"Non.Interact";"0.215"
"ENSMUST00000246803";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.124666666666667";"Non.Interact";"0.096";"Non.Interact";"0.154"
"ENSMUST00000181073";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.315666666666667";"Non.Interact";"0.33";"Non.Interact";"0.111"
"ENSMUST00000180529";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.360666666666667";"Non.Interact";"0.368";"Non.Interact";"0.135"
"ENSMUST00000156293";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.124333333333333";"Non.Interact";"0.114";"Non.Interact";"0.169"
"ENSMUST00000132056";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.121";"Non.Interact";"0.08";"Non.Interact";"0.131"
"ENSMUST00000145570";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.122";"Non.Interact";"0.072";"Non.Interact";"0.099"
"ENSMUST00000147508";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.138666666666667";"Non.Interact";"0.08";"Non.Interact";"0.199"
"ENSMUST00000181436";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.161";"Non.Interact";"0.116";"Non.Interact";"0.089"
"ENSMUST00000181742";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.136666666666667";"Non.Interact";"0.112";"Non.Interact";"0.105"
"ENSMUST00000224929";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.154666666666667";"Non.Interact";"0.098";"Non.Interact";"0.065"
"ENSMUST00000137629";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.123333333333333";"Non.Interact";"0.084";"Non.Interact";"0.13"
"ENSMUST00000181193";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.13";"Non.Interact";"0.12";"Non.Interact";"0.146"
"ENSMUST00000210835";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.138333333333333";"Non.Interact";"0.158";"Non.Interact";"0.23"
"ENSMUST00000214060";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.133666666666667";"Non.Interact";"0.076";"Non.Interact";"0.126"
"ENSMUST00000183878";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.122333333333333";"Non.Interact";"0.092";"Non.Interact";"0.105"
"ENSMUST00000181682";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.252";"Non.Interact";"0.144";"Non.Interact";"0.228"
"ENSMUST00000181107";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.155333333333333";"Non.Interact";"0.14";"Non.Interact";"0.117"
"ENSMUST00000215759";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.244";"Non.Interact";"0.144";"Non.Interact";"0.367"
"ENSMUST00000181719";"ENSMUSP00000156811";"Interact";"Non.Interact";"0.205";"Non.Interact";"0.114";"Non.Interact";"0.113"
"ENSMUST00000185465";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.111666666666667";"Non.Interact";"0.052";"Non.Interact";"0.038"
"ENSMUST00000190485";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.120333333333333";"Non.Interact";"0.11";"Non.Interact";"0.198"
"ENSMUST00000245729";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.130666666666667";"Non.Interact";"0.066";"Non.Interact";"0.041"
"ENSMUST00000245448";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.131";"Non.Interact";"0.046";"Non.Interact";"0.034"
"ENSMUST00000244115";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.126666666666667";"Non.Interact";"0.064";"Non.Interact";"0.031"
"ENSMUST00000246704";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.126666666666667";"Non.Interact";"0.064";"Non.Interact";"0.104"
"ENSMUST00000241523";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.109666666666667";"Non.Interact";"0.07";"Non.Interact";"0.194"
"ENSMUST00000246803";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.11";"Non.Interact";"0.06";"Non.Interact";"0.129"
"ENSMUST00000181073";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.376333333333333";"Non.Interact";"0.294";"Non.Interact";"0.112"
"ENSMUST00000180529";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.409333333333333";"Non.Interact";"0.318";"Non.Interact";"0.127"
"ENSMUST00000156293";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.117";"Non.Interact";"0.086";"Non.Interact";"0.176"
"ENSMUST00000132056";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.106666666666667";"Non.Interact";"0.06";"Non.Interact";"0.148"
"ENSMUST00000145570";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.107666666666667";"Non.Interact";"0.062";"Non.Interact";"0.112"
"ENSMUST00000147508";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.132666666666667";"Non.Interact";"0.068";"Non.Interact";"0.165"
"ENSMUST00000181436";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.154666666666667";"Non.Interact";"0.098";"Non.Interact";"0.104"
"ENSMUST00000181742";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.122666666666667";"Non.Interact";"0.084";"Non.Interact";"0.098"
"ENSMUST00000224929";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.138";"Non.Interact";"0.092";"Non.Interact";"0.065"
"ENSMUST00000137629";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.111";"Non.Interact";"0.076";"Non.Interact";"0.131"
"ENSMUST00000181193";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.118";"Non.Interact";"0.092";"Non.Interact";"0.135"
"ENSMUST00000210835";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.126333333333333";"Non.Interact";"0.136";"Non.Interact";"0.209"
"ENSMUST00000214060";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.115666666666667";"Non.Interact";"0.074";"Non.Interact";"0.113"
"ENSMUST00000183878";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.105666666666667";"Non.Interact";"0.072";"Non.Interact";"0.122"
"ENSMUST00000181682";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.270333333333333";"Non.Interact";"0.096";"Non.Interact";"0.212"
"ENSMUST00000181107";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.145666666666667";"Non.Interact";"0.116";"Non.Interact";"0.126"
"ENSMUST00000215759";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.269";"Non.Interact";"0.116";"Non.Interact";"0.27"
"ENSMUST00000181719";"ENSMUSP00000116466";"Interact";"Non.Interact";"0.206333333333333";"Non.Interact";"0.086";"Non.Interact";"0.116"
"ENSMUST00000185465";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.0996666666666667";"Non.Interact";"0.072";"Non.Interact";"0.039"
"ENSMUST00000190485";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.102666666666667";"Non.Interact";"0.11";"Non.Interact";"0.199"
"ENSMUST00000245729";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.126333333333333";"Non.Interact";"0.086";"Non.Interact";"0.051"
"ENSMUST00000245448";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.123333333333333";"Non.Interact";"0.066";"Non.Interact";"0.037"
"ENSMUST00000244115";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.118";"Non.Interact";"0.072";"Non.Interact";"0.032"
"ENSMUST00000246704";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.118333333333333";"Non.Interact";"0.08";"Non.Interact";"0.126"
"ENSMUST00000241523";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.100666666666667";"Non.Interact";"0.092";"Non.Interact";"0.19"
"ENSMUST00000246803";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.0996666666666667";"Non.Interact";"0.088";"Non.Interact";"0.144"
"ENSMUST00000181073";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.385666666666667";"Non.Interact";"0.314";"Non.Interact";"0.108"
"ENSMUST00000180529";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.427333333333333";"Non.Interact";"0.334";"Non.Interact";"0.126"
"ENSMUST00000156293";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.107333333333333";"Non.Interact";"0.106";"Non.Interact";"0.166"
"ENSMUST00000132056";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.093";"Non.Interact";"0.078";"Non.Interact";"0.146"
"ENSMUST00000145570";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.091";"Non.Interact";"0.084";"Non.Interact";"0.123"
"ENSMUST00000147508";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.118333333333333";"Non.Interact";"0.084";"Non.Interact";"0.152"
"ENSMUST00000181436";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.159";"Non.Interact";"0.112";"Non.Interact";"0.109"
"ENSMUST00000181742";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.117";"Non.Interact";"0.076";"Non.Interact";"0.092"
"ENSMUST00000224929";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.133666666666667";"Non.Interact";"0.092";"Non.Interact";"0.093"
"ENSMUST00000137629";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.106333333333333";"Non.Interact";"0.094";"Non.Interact";"0.13"
"ENSMUST00000181193";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.104333333333333";"Non.Interact";"0.1";"Non.Interact";"0.146"
"ENSMUST00000210835";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.122";"Non.Interact";"0.112";"Non.Interact";"0.215"
"ENSMUST00000214060";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.112333333333333";"Non.Interact";"0.084";"Non.Interact";"0.113"
"ENSMUST00000183878";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.098";"Non.Interact";"0.078";"Non.Interact";"0.122"
"ENSMUST00000181682";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.265";"Non.Interact";"0.108";"Non.Interact";"0.175"
"ENSMUST00000181107";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.14";"Non.Interact";"0.104";"Non.Interact";"0.113"
"ENSMUST00000215759";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.258";"Non.Interact";"0.14";"Non.Interact";"0.213"
"ENSMUST00000181719";"ENSMUSP00000156582";"Interact";"Non.Interact";"0.192333333333333";"Non.Interact";"0.096";"Non.Interact";"0.115"
"ENSMUST00000185465";"ENSMUSP00000139859";"Interact";"Non.Interact";"0.143";"Non.Interact";"0.066";"Non.Interact";"0.118"
"ENSMUST00000190485";"ENSMUSP00000139859";"Interact";"Non.Interact";"0.142666666666667";"Non.Interact";"0.116";"Non.Interact";"0.332"
"ENSMUST00000245729";"ENSMUSP00000139859";"Interact";"Non.Interact";"0.167";"Non.Interact";"0.074";"Non.Interact";"0.118"
"ENSMUST00000245448";"ENSMUSP00000139859";"Interact";"Non.Interact";"0.153333333333333";"Non.Interact";"0.06";"Non.Interact";"0.109"
"ENSMUST00000244115";"ENSMUSP00000139859";"Interact";"Non.Interact";"0.151333333333333";"Non.Interact";"0.074";"Non.Interact";"0.113"
"ENSMUST00000246704";"ENSMUSP00000139859";"Interact";"Non.Interact";"0.151666666666667";"Non.Interact";"0.08";"Non.Interact";"0.193"
"ENSMUST00000241523";"ENSMUSP00000139859";"Interact";"Non.Interact";"0.141333333333333";"Non.Interact";"0.088";"Non.Interact";"0.278"
"ENSMUST00000246803";"ENSMUSP00000139859";"Interact";"Non.Interact";"0.138";"Non.Interact";"0.086";"Non.Interact";"0.209"
"ENSMUST00000181073";"ENSMUSP00000139859";"Interact";"Non.Interact";"0.407666666666667";"Non.Interact";"0.34";"Non.Interact";"0.187"
"ENSMUST00000180529";"ENSMUSP00000139859";"Interact";"Non.Interact";"0.442666666666667";"Non.Interact";"0.374";"Non.Interact";"0.218"
"ENSMUST00000156293";"ENSMUSP00000139859";"Interact";"Non.Interact";"0.140666666666667";"Non.Interact";"0.106";"Non.Interact";"0.28"
